Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,ResultsScore
1345,7.37,0,Natálie KOŽUŠKANIČOVÁ,12 JAN 2001,CZE,2f1,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",03 FEB 2023,1094
1345,7.37,0,Mariam ABDUL-RASHID,21 SEP 1997,CAN,1f1,"Track and Field Centre, Toronto (CAN) (i)",04 FEB 2023,1094
1345,7.37,0,Denae MCFARLANE,2000,JAM,2h4,"Convention Center, Albuquerque, NM (USA) (i)",11 FEB 2023,1094
1345,7.37,0,Anita TAVIORE,21 MAY 2002,NGR,2,"Convention Center, Albuquerque, NM (USA) (i)",25 FEB 2023,1094
1345,7.37,0,Sade Amor DE SOUSA,28 MAR 2001,NAM,5,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",11 MAR 2023,1094
1345,7.37,0,Carla Arwen MARTINEZ,03 OCT 2006,ESP,1,"Palacio de los Deportes de Zaragoza, Zaragoza (ESP) (i)",13 JAN 2024,1094
1345,7.37,0,Joy Chinenye UDO-GABRIEL,02 JUN 1999,NGR,3,"Sports Performance Center, Lubbock, TX (USA) (i)",13 JAN 2024,1094
1345,7.37,0,Te'Anna HARLIN,2004,USA,5,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",13 JAN 2024,1094
1345,7.37,0,Alessandra GASPARELLI,03 SEP 2004,SMR,3f1,"Palaindoor Ancona, Ancona (ITA) (i)",20 JAN 2024,1094
1345,7.37,0,Mei KODAMA,08 JUN 1999,JPN,5h1,"Track & Field complex QAZAQSTAN, Astana (KAZ) (i)",27 JAN 2024,1094
1345,7.37,0,Alessia PAVESE,15 JUL 1998,ITA,3h1,"Palaindoor Ancona, Ancona (ITA) (i)",28 JAN 2024,1094
1345,7.37,0,Kate DOHERTY,27 JAN 1997,IRL,2,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",03 FEB 2024,1094
1345,7.37,0,Artemis Melina ANASTASIOU,13 AUG 2000,GRE,1,"Peace and Friendship Stadium, Piraeus (GRE) (i)",04 FEB 2024,1094
1345,7.37,0,Taejha BADAL,16 JUL 2003,TTO,3h3,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1094
1345,7.37,0,Arianna DE MASI,02 JUN 1999,ITA,7,"Palaindoor Ancona, Ancona (ITA) (i)",18 FEB 2024,1094
1345,7.37,0,Beatriz ANDRADE,31 OCT 2001,POR,3f1,"Centro Desportivo Nacional do Jamor, Lisboa (POR) (i)",21 FEB 2024,1094
1345,7.37,0,Brianna HOWARD,,USA,1h2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",25 FEB 2024,1094
1345,7.37,0,Diandrenique GAINES,09 AUG 2002,USA,2h1,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",08 MAR 2024,1094
1455,7.38,0,Yordanka YANKOVA,26 JUL 1949,BUL,2h2,"Ahoy, Rotterdam (NED) (i)",11 MAR 1973,1091
1455,7.38,0,Nadezhda BESFAMILNAYA,27 DEC 1950,URS,2h1,"Scandinavium, Göteborg (SWE) (i)",10 MAR 1974,1091
1455,7.38,0,Ildikó ERDÉLYI,19 JUL 1955,HUN,1,Budapest (HUN) (i),24 FEB 1977,1091
1455,7.38,0,Sharon DANVILLE,22 APR 1955,GBR,2h1,"Velódromo de Anoeta, San Sebastián (ESP) (i)",13 MAR 1977,1091
1455,7.38,0,Annie ALIZÉ,14 JUN 1955,FRA,3h2,"Ferry-Dusika-Halle, Wien (AUT) (i)",25 FEB 1979,1091
1455,7.38,0,Grażyna RABSZTYN,20 SEP 1952,POL,2h4,"Ferry-Dusika-Halle, Wien (AUT) (i)",25 FEB 1979,1091
1455,7.38,0,Elżbieta STACHURSCKA-WOŹNIAK,24 MAR 1959,POL,3,Budapest (HUN) (i),03 FEB 1984,1091
1455,7.38,0,Muriel LEROY-GALLARDO,07 JUL 1968,FRA,3h3,"Budapest Sportcsarnok, Budapest (HUN) (i)",06 MAR 1988,1091
1455,7.38,0,Dainelky PÉREZ,06 JAN 1976,CUB,4h2,"Palau Sant Jordi, Barcelona (ESP) (i)",10 MAR 1995,1091
1455,7.38,0,Odile SINGA,29 DEC 1967,FRA,4h3,"Palau Sant Jordi, Barcelona (ESP) (i)",10 MAR 1995,1091
1455,7.38,0,Ulrike HOLZNER,18 SEP 1968,GER,sf,Karlsruhe (GER) (i),25 FEB 1996,1091
1455,7.38,0,Therese OLOFSSON,18 AUG 1973,SWE,1,Malmö (SWE) (i),02 MAR 1996,1091
1455,7.38,0,Marlene DAWKINS,,NGR,h,"Walker Track, Johnson City, TN (USA) (i)",25 JAN 1997,1091
1455,7.38,0,Kisha JETT,11 FEB 1975,USA,1,"Gainesville, FL (USA) (i)",02 FEB 1997,1091
1455,7.38,0,Katja GOTTHARDT,04 MAY 1980,GER,1,Chemnitz (GER) (i),22 FEB 1998,1091
1455,7.38,0,Alice REUSS,03 JUN 1978,GER,h,Sindelfingen (GER) (i),28 FEB 1999,1091
1455,7.38,0,Terri ROBINSON,25 DEC 1978,USA,1,"Clemson, SC (USA) (i)",04 DEC 1999,1091
1455,7.38,0,Lakeesha WHITE,29 JUL 1980,USA,2,"Norman, OK (USA) (i)",19 FEB 2000,1091
1455,7.38,0,Simone BROWN,24 MAR 1978,USA,1,"Morgantown, WV (USA) (i)",02 DEC 2000,1091
1455,7.38,0,Irina ANASHKINA,31 JAN 1972,RUS,3,Moskva (RUS) (i),06 JAN 2001,1091
1455,7.38,0,Irina TITOVA,1978,RUS,1,Moskva (RUS) (i),16 JAN 2001,1091
1455,7.38,0,La Quinta MANAHAN,27 JAN 1979,USA,sf,"Ames, IA (USA) (i)",02 MAR 2001,1091
1455,7.38,0,Geraldine PILLAY,25 AUG 1977,RSA,1,"Allston, MA (USA) (i)",20 JAN 2002,1091
1455,7.38,0,Peta-Gaye BARRETT,02 OCT 1976,JAM,1,"Blacksburg, VA (USA) (i)",23 FEB 2002,1091
1455,7.38,0,Shana ROBINSON,13 FEB 1981,USA,1,"Lincoln, NE (USA) (i)",25 JAN 2003,1091
1455,7.38,0,Olga GONCHAROVA,30 MAY 1977,RUS,4,Samara (RUS) (i),26 JAN 2003,1091
1455,7.38,0,Tasha DOWNING,05 JUL 1970,USA,4sf2,"Boston, MA (USA) (i)",01 MAR 2003,1091
1455,7.38,0,Monique HALL,09 OCT 1980,USA,2,"Baton Rouge, LA (USA) (i)",07 MAR 2003,1091
1455,7.38,0,Małgorzata FLEJSZAR,31 JUL 1983,POL,5,Leipzig (GER) (i),14 FEB 2004,1091
1455,7.38,0,Elena SORDELLI,13 APR 1976,ITA,1h1,Genova (ITA) (i),21 FEB 2004,1091
1455,7.38,0,Timicka CLARKE,09 NOV 1980,BAH,1,"Fayetteville, AR (USA) (i)",21 JAN 2006,1091
1455,7.38,0,Belén RECIO,11 AUG 1980,ESP,1,Sevilla (ESP) (i),18 FEB 2006,1091
1455,7.38,0,Yan SHU,25 JAN 1984,CHN,1,Beijing (CHN) (i),25 FEB 2006,1091
1455,7.38,0,Maryann ERIGHA,11 NOV 1984,USA,3,"South Bend, IN (USA) (i)",04 MAR 2006,1091
1455,7.38,0,Franziska BLUM,1980,GER,6,Leipzig (GER) (i),17 FEB 2007,1091
1455,7.38,0,LaDedra GUY,16 NOV 1984,USA,1f1,"Houston, TX (USA) (i)",16 JAN 2009,1091
1455,7.38,0,Marina TUKTAMYSHEVA,24 SEP 1985,RUS,1f1,Omsk (RUS) (i),16 JAN 2009,1091
1455,7.38,0,Martina GIOVANETTI,10 AUG 1987,ITA,1f1,Ancona (ITA) (i),25 JAN 2009,1091
1455,7.38,0,Allison GEORGE,03 JAN 1988,GRN,2f2,"New York, NY (USA) (i)",06 FEB 2009,1091
1455,7.38,0,Elaine O'NEILL,20 AUG 1989,GBR,5h1,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1091
1455,7.38,0,Danielle JEFFREY,26 FEB 1990,JAM,2f1,"Blacksburg, VA (USA) (i)",28 FEB 2009,1091
1455,7.38,0,LaJada BALDWIN,28 NOV 1988,USA,1,"Fayetteville, AR (USA) (i)",08 JAN 2010,1091
1455,7.38,0,Weronika WEDLER,17 JUL 1989,POL,2f1,Spala (POL) (i),20 FEB 2010,1091
1455,7.38,0,Karoline KÖHLER,20 FEB 1984,GER,1h2,"Albuquerque, NM (USA) (i)",26 FEB 2010,1091
1455,7.38,0,Christie JONES,15 OCT 1988,USA,2h2,"Houston, TX (USA) (i)",26 FEB 2010,1091
1455,7.38,0,Shataya HENDRICKS,15 AUG 1989,USA,2,"Albuquerque, NM (USA) (i)",22 JAN 2011,1091
1455,7.38,0,Sheila PAUL,30 SEP 1989,USA,6sf2,"Fayetteville, AR (USA) (i)",11 FEB 2011,1091
1455,7.38,0,Nina KOVAČIČ,02 MAR 1984,SLO,1,Celje (SLO) (i),19 FEB 2011,1091
1455,7.38,0,Shanneka CLAIBORNE,20 JAN 1988,USA,1f1,"Newport News, VA (USA) (i)",04 DEC 2011,1091
1455,7.38,0,Mariya SHMIDOVA,03 APR 1992,UKR,4f2,Zaporozhye (UKR) (i),27 JAN 2012,1091
1455,7.38,0,Esther AKIHARY,14 APR 1987,NED,3h2,"Kirchberg, Luxembourg (LUX) (i)",04 FEB 2012,1091
1455,7.38,0,Christienne LINTON,27 JUL 1991,USA,3,"Lincoln, NE (USA) (i)",25 FEB 2012,1091
1455,7.38,0,Margret HARRIS,15 SEP 1989,USA,1,"Bloomington, IN (USA) (i)",07 DEC 2012,1091
1455,7.38,0,Emily BLOK,14 APR 1991,USA,1,"Nampa, ID (USA) (i)",23 FEB 2013,1091
1455,7.38,0,Tianna VALENTINE,15 MAY 1994,USA,2,"Fayetteville, AR (USA) (i)",01 MAR 2013,1091
1455,7.38,0,Fátima DIAME,22 SEP 1996,ESP,1h2,Valencia (ESP) (i),15 FEB 2014,1091
1455,7.38,0,Natalya RAKACHEVA,16 APR 1988,RUS,3,Volgograd (RUS) (i),24 JAN 2015,1091
1455,7.38,0,Kelly PROPER,01 MAY 1988,IRL,1,Athlone (IRL) (i),22 FEB 2015,1091
1455,7.38,0,Tiffany TSHILUMBA,28 OCT 1996,LUX,5h5,"O2 Arena, Praha (CZE) (i)",07 MAR 2015,1091
1455,7.38,0,Leah FAIR,1995,USA,1,"Golden, CO (USA) (i)",12 DEC 2015,1091
1455,7.38,0,Robin REYNOLDS,22 FEB 1994,USA,6,"Fayetteville, AR (USA) (i)",30 JAN 2016,1091
1455,7.38,0,Aaliyah TELESFORD,10 MAR 1995,TTO,1,"Levelland, TX (USA) (i)",20 FEB 2016,1091
1455,7.38,0,Khadija SULEMAN,16 AUG 1993,USA,3h4,"Fayetteville, AR (USA) (i)",26 FEB 2016,1091
1455,7.38,0,Marit DOPHEIDE,28 DEC 1990,NED,4,Apeldoorn (NED) (i),27 FEB 2016,1091
1455,7.38,0,Rima KASHAFUTDINOVA,24 JUL 1995,KAZ,2,Ust-Kamenogorsk (KAZ) (i),18 FEB 2017,1091
1455,7.38,0,Deana RICHARDSON,,USA,1,"Alamosa, CO (USA) (i)",19 FEB 2017,1091
1455,7.38,0,Raven GRANT,15 OCT 1997,USA,1h3,"South Bend, IN (USA) (i)",24 FEB 2017,1091
1455,7.38,0,Jacquelyn BALDWIN,03 JAN 1997,USA,1,"Winston Salem, NC (USA) (i)",24 FEB 2017,1091
1455,7.38,0,Nikki LARCH-MILLER,14 AUG 1994,USA,1,"Cedar Falls, IA (USA) (i)",26 FEB 2017,1091
1455,7.38,0,Maiya DENDY,18 JUN 1997,USA,1,"Lynchburg, VA (USA) (i)",03 FEB 2018,1091
1455,7.38,0,Keiyana GASKIN,,USA,2,"Birmingham, AL (USA) (i)",18 FEB 2018,1091
1455,7.38,0,Caitlan TATE,16 SEP 1998,USA,2h5,"Clemson, SC (USA) (i)",23 FEB 2018,1091
1455,7.38,0,Shayna YON,29 MAR 1997,USA,4h5,"College Station, TX (USA) (i)",24 FEB 2018,1091
1455,7.38,0,Paméra LOSANGE,28 AUG 2002,FRA,1f1,Paris (FRA) (i),09 FEB 2019,1091
1455,7.38,0,Cuiyan ZHU,30 JUN 2000,CHN,2f2,Nanjing (CHN) (i),19 FEB 2019,1091
1455,7.38,0,Tyjuana EASON,02 DEC 1996,USA,1,"Cedar Falls, IA (USA) (i)",24 FEB 2019,1091
1455,7.38,0,T'Nia RILEY,2000,USA,2,"Pittsburg, KS (USA) (i)",02 MAR 2019,1091
1455,7.38,0,Josephine ANOKYE,31 MAY 1992,GHA,3f1,"Northern Arizona-Skydome, Flagstaff, AZ (USA) (i)",10 JAN 2020,1091
1455,7.38,0,Sarah HILL,,USA,5,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",11 JAN 2020,1091
1455,7.38,0,Shian HYDE,30 DEC 1996,JAM,2,"Nutter Fieldhouse, Lexington, KY (USA) (i)",25 JAN 2020,1091
1455,7.38,0,Kadesha PRESCOTT,1997,TTO,1sf2,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",01 FEB 2020,1091
1455,7.38,0,Nediam VARGAS,05 SEP 1994,VEN,1,"Palacio de los Deportes de Zaragoza, Zaragoza (ESP) (i)",08 FEB 2020,1091
1455,7.38,0,Sandra DINKELDEIN,15 APR 1993,GER,6,"Quarterback Immobilien Arena, Leipzig (GER) (i)",22 FEB 2020,1091
1455,7.38,0,Filippa SIVNERT,11 APR 2001,SWE,1,"Telekonsult Arena, Växjö (SWE) (i)",22 FEB 2020,1091
1455,7.38,0,Elin ÖSTLUND,14 FEB 1991,SWE,2,"Telekonsult Arena, Växjö (SWE) (i)",22 FEB 2020,1091
1455,7.38,0,Sadi GILES,,USA,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",25 FEB 2020,1091
1455,7.38,0,Octavia CATO,1998,USA,4,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",29 FEB 2020,1091
1455,7.38,0,LaShira TREMBLE,,USA,1,"Ford Idaho Ctr. Jacksons Track, Nampa, ID (USA) (i)",29 FEB 2020,1091
1455,7.38,0,Immanuela ALIU,19 APR 2000,GBR,1h1,"Gilliam Indoor Track, College Station, TX (USA) (i)",16 JAN 2021,1091
1455,7.38,0,Manaka MIURA,14 FEB 2002,JPN,1,"Osaka Castle Hall, Osaka (JPN) (i)",18 MAR 2021,1091
1455,7.38,0,Kaylyn HEATH,,USA,2h6,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",11 FEB 2022,1091
1455,7.38,0,Dalia KADDARI,23 MAR 2001,ITA,1f2,"Palestra Indoor, Iglesias (ITA) (i)",13 FEB 2022,1091
1455,7.38,0,Trinity PERUZZA-POWELL,29 JUN 2002,GBR,1,"National Indoor Athletics Centre, Sheffield (GBR) (i)",14 JAN 2023,1091
1455,7.38,0,Iryna BUDZYNSKA,04 JAN 2001,UKR,1,"KMSHVSM Arena, Kyiv (UKR) (i)",28 JAN 2023,1091
1455,7.38,0,Dominique CLARKE,19 JUN 2001,JAM,2,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",04 FEB 2023,1091
1455,7.38,0,Lulu FENG,16 MAY 2000,CHN,3f2,Shaanxi Zhangba Trainig Center (CHN) (i),11 FEB 2023,1091
1455,7.38,0,Onome GBINIJE,2002,CAN,2,"Dennis Fairall Fieldhouse, Windsor (CAN) (i)",25 FEB 2023,1091
1455,7.38,0,Sophia BECKMON,17 AUG 2005,USA,3,"Illinois-Armory, Champaign, IL (USA) (i)",06 JAN 2024,1091
1455,7.38,0,Oliwia ZIMOLĄG,07 MAR 2005,POL,1h2,"Arena, Toruń (POL) (i)",13 JAN 2024,1091
1455,7.38,0,Paraskevi ANDREOU,15 JAN 1997,CYP,2f1,"Športová hala Elán, Bratislava (SVK) (i)",28 JAN 2024,1091
1455,7.38,0,Remi TSURUTA,18 APR 1997,JPN,1f1,"Osaka Castle Hall, Osaka (JPN) (i)",04 FEB 2024,1091
1455,7.38,0,Tahalia FAIRMAN,,USA,1sf2,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",09 FEB 2024,1091
1455,7.38,0,Holly DUAX,,USA,4h3,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1091
1455,7.38,0,Paula GARCÍA,10 NOV 1998,ESP,2,"Centro de Tecnificación de Atletismo, Antequera (ESP) (i)",10 FEB 2024,1091
1455,7.38,0,Kristen RADUKANOVA,01 FEB 2000,BUL,1,"Asics Arena, Sofia (BUL) (i)",17 FEB 2024,1091
1455,7.38,0,Annik KÄLIN,27 APR 2000,SUI,5sf1,"Athletik Zentrum, St. Gallen (SUI) (i)",17 FEB 2024,1091
1455,7.38,0,Supanich POOLKERD,28 NOV 1997,THA,3,"Aftab Enghelab Sport Complex, Tehran (IRI) (i)",18 FEB 2024,1091
1455,7.38,0,Trinity BENSON,2002,USA,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",20 FEB 2024,1091
1455,7.38,0,I'Asia WILSON,2003,USA,3h4,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1091
1455,7.38,0,Amanda OBIJAKU,26 AUG 2003,ITA,3h4,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1091
1565,7.39,0,Malgorzata BOGUCKA,1954,POL,5sf1,"Olympiahalle, München (GER) (i)",22 FEB 1976,1087
1565,7.39,0,Rufina UBA,04 APR 1959,NGR,4sf2,"Hoosier Dome, Indianapolis, IN (USA) (i)",06 MAR 1987,1087
1565,7.39,0,N'deye Binta DIA,08 APR 1973,SEN,1,Liévin (FRA) (i),21 JAN 1996,1087
1565,7.39,0,Danette YOUNG-STONE,06 OCT 1964,USA,3,"Boston, MA (USA) (i)",26 JAN 1996,1087
1565,7.39,0,Faith IDEHEN,05 FEB 1973,NGR,3,Sindelfingen (GER) (i),27 JAN 1996,1087
1565,7.39,0,Ingvild LARSEN,03 OCT 1975,NOR,h,Tampere (FIN) (i),12 FEB 1996,1087
1565,7.39,0,Heike BLASSNECK,26 JUL 1971,GER,2,Fürth (GER) (i),27 JAN 1999,1087
1565,7.39,0,Delloreen ENNIS,05 MAR 1975,JAM,1,"Lincoln, NE (USA) (i)",30 JAN 1999,1087
1565,7.39,0,Elena Maria APOLLONIO,17 SEP 1976,ITA,sf,Genova (ITA) (i),20 FEB 1999,1087
1565,7.39,0,Sandra KÖNIG-KASTEN,19 DEC 1973,GER,sf,Karlsruhe (GER) (i),21 FEB 1999,1087
1565,7.39,0,Dawnyell LINDER,26 OCT 1976,USA,h,"Atlanta, GA (USA) (i)",27 FEB 1999,1087
1565,7.39,0,Catherine MURPHY,21 SEP 1975,GBR,sf,Birmingham (GBR) (i),15 JAN 2000,1087
1565,7.39,0,Zoe WILSON,28 AUG 1976,GBR,h,Birmingham (GBR) (i),29 JAN 2000,1087
1565,7.39,0,Rose ABOAJA,1977,NGR,h,Eaubonne (FRA) (i),10 FEB 2000,1087
1565,7.39,0,Panayota KOUTROULI,10 MAR 1974,GRE,2,Pireaus (GRE) (i),18 FEB 2000,1087
1565,7.39,0,Yelena TISHKOVA,11 MAY 1975,RUS,1sf2,Moskva (RUS) (i),03 FEB 2001,1087
1565,7.39,0,Tania WOODS,23 SEP 1980,USA,7h,"Atlanta, GA (USA) (i)",03 MAR 2001,1087
1565,7.39,0,Tiffany GREEN,05 DEC 1981,USA,2,"Ames, IA (USA) (i)",09 FEB 2002,1087
1565,7.39,0,Makaridja SANGANOKO,08 MAY 1980,CIV,2h2,Moskva (RUS) (i),22 FEB 2002,1087
1565,7.39,0,Erica MARCHETTI,19 NOV 1981,ITA,2,Genova (ITA) (i),01 MAR 2003,1087
1565,7.39,0,Marina VASSARMIDOU,16 JUL 1972,GRE,2,Peania (GRE) (i),31 JAN 2004,1087
1565,7.39,0,Evelina LISENCO,04 FEB 1975,ROU,1,Bucureşti (ROU) (i),14 FEB 2004,1087
1565,7.39,0,Angela WHYTE,22 MAY 1980,CAN,1,"Moscow, ID (USA) (i)",20 FEB 2004,1087
1565,7.39,0,Christine OHURUOGU,17 MAY 1984,GBR,1,Carshalton (GBR) (i),29 JAN 2006,1087
1565,7.39,0,Jessica OHANAJA,06 DEC 1986,NGR,2,"Baton Rouge, LA (USA) (i)",17 FEB 2006,1087
1565,7.39,0,Sarah GRIFFIN MATTHEW,19 JUL 1988,USA,2,Air Force Academy (USA) (i),03 MAR 2006,1087
1565,7.39,0,Kadi-Ann THOMAS,10 FEB 1986,GBR,2,London (GBR) (i),20 JAN 2007,1087
1565,7.39,0,Yekaterina KONEVA,25 SEP 1988,RUS,1,Penza (RUS) (i),31 JAN 2007,1087
1565,7.39,0,Olga TSOPANIDI,16 FEB 1983,GRE,1,Patra (GRE) (i),05 FEB 2007,1087
1565,7.39,0,Yuliya CHERMOSHANSKAYA,06 JAN 1986,RUS,2,Volgograd (RUS) (i),14 FEB 2007,1087
1565,7.39,0,Fabienne WEYERMANN,01 MAR 1985,SUI,1sf1,St. Gallen (SUI) (i),17 FEB 2007,1087
1565,7.39,0,Shakera REECE,31 AUG 1988,BAR,4,"Houston, TX (USA) (i)",24 FEB 2007,1087
1565,7.39,0,Chun ZHANG,20 APR 1987,CHN,1h4,Shanghai (CHN) (i),26 JAN 2008,1087
1565,7.39,0,Pia TAJNIKAR,19 SEP 1985,SLO,2,Wien (AUT) (i),29 JAN 2008,1087
1565,7.39,0,Maja GOLUB,10 MAY 1985,CRO,1,Budapest (HUN) (i),02 FEB 2008,1087
1565,7.39,0,Audra ČEKANUSKIENĖ,26 MAR 1981,LTU,2,Kaunas (LTU) (i),08 FEB 2008,1087
1565,7.39,0,Oksana SHCHERBAK,24 FEB 1982,UKR,2,Sumy (UKR) (i),22 FEB 2008,1087
1565,7.39,0,Feta AHAMADA,24 JUN 1987,COM,1f1,Paris (FRA) (i),15 FEB 2009,1087
1565,7.39,0,Qiuping LIANG,11 MAR 1988,CHN,1h5,Shanghai (CHN) (i),18 FEB 2009,1087
1565,7.39,0,Ewelina PTAK,20 MAR 1987,POL,3,Athina (GRE) (i),14 MAR 2009,1087
1565,7.39,0,Chalonda GOODMAN,29 SEP 1990,USA,1sf2,"Boston, MA (USA) (i)",15 MAR 2009,1087
1565,7.39,0,Peaches ROACH,21 DEC 1984,JAM,1f1,"Iowa City, IA (USA) (i)",16 JAN 2010,1087
1565,7.39,0,Kristina DAVIS,28 MAR 1988,USA,2f2,"New York, NY (USA) (i)",05 FEB 2010,1087
1565,7.39,0,Patricia BUVAL,22 JAN 1976,FRA,4,Paris (FRA) (i),28 FEB 2010,1087
1565,7.39,0,Whitney FOUNTAIN,03 APR 1992,USA,2,"New York, NY (USA) (i)",14 MAR 2010,1087
1565,7.39,0,Anna YAGUPOVA,10 MAR 1983,RUS,5h1,Moskva (RUS) (i),16 FEB 2011,1087
1565,7.39,0,Sara STRAJNAR,08 MAY 1989,SLO,2,Celje (SLO) (i),19 FEB 2011,1087
1565,7.39,0,Dominique WARD-HOLMES,25 JUN 1986,USA,7,"Albuquerque, NM (USA) (i)",27 FEB 2011,1087
1565,7.39,0,Yekaterina BLESKINA,29 JAN 1993,RUS,1f1,Izhevsk (RUS) (i),21 JAN 2012,1087
1565,7.39,0,Anoma SURIYARACHCHI,21 MAR 1980,SRI,2h2,Linz (AUT) (i),02 FEB 2012,1087
1565,7.39,0,Alycia PRIOR,28 FEB 1992,USA,4,"Lexington, KY (USA) (i)",26 FEB 2012,1087
1565,7.39,0,Tania MINKINS,02 AUG 1992,USA,2sf2,"University Park, PA (USA) (i)",25 JAN 2013,1087
1565,7.39,0,Maria RÄSÄNEN,11 MAR 1992,FIN,1,Tampere (FIN) (i),23 FEB 2013,1087
1565,7.39,0,Jessica ZELINKA,03 SEP 1981,CAN,4f1,"Albuquerque, NM (USA) (i)",08 FEB 2014,1087
1565,7.39,0,Jasmine GIBBS,15 JAN 1994,USA,1h1,"Seattle, WA (USA) (i)",28 FEB 2014,1087
1565,7.39,0,Darriel BANKS,06 APR 1993,USA,1f2,"Pocatello, ID (USA) (i)",01 MAR 2014,1087
1565,7.39,0,Kayon ROBINSON,27 MAR 1989,JAM,1,"Alamosa, CO (USA) (i)",01 MAR 2014,1087
1565,7.39,0,Solenn COMPPER,14 MAR 1995,FRA,1,Val-de-Reuil (FRA) (i),09 MAR 2014,1087
1565,7.39,0,Kendall BAISDEN,05 MAR 1995,USA,2,"Fayetteville, AR (USA) (i)",16 JAN 2015,1087
1565,7.39,0,Verone CHAMBERS,16 DEC 1988,JAM,1,"Saginaw, MI (USA) (i)",23 JAN 2015,1087
1565,7.39,0,Gabriella CANTRELL,30 NOV 1995,USA,2h8,"Albuquerque, NM (USA) (i)",14 FEB 2015,1087
1565,7.39,0,Deja JONES,08 AUG 1995,USA,2,"Birmingham, AL (USA) (i)",26 FEB 2015,1087
1565,7.39,0,Zeru XIE,18 APR 1996,CHN,1f2,Xianlin (CHN) (i),08 MAR 2015,1087
1565,7.39,0,Leah NUGENT,23 NOV 1992,USA,1,"Lexington, KY (USA) (i)",16 JAN 2016,1087
1565,7.39,0,Ashley KELLY,25 MAR 1991,IVB,8,"New York, NY (USA) (i)",20 FEB 2016,1087
1565,7.39,0,Svetlana TITOVA,30 JUL 1989,RUS,1,St. Petersburg (RUS) (i),04 JAN 2017,1087
1565,7.39,0,Kaylor HARRIS,31 OCT 1998,USA,2,"Frisco, TX (USA) (i)",11 FEB 2017,1087
1565,7.39,0,Celeste MUCCI,11 AUG 1999,AUS,1f3,"Pocatello, ID (USA) (i)",18 FEB 2017,1087
1565,7.39,0,Jennifer AKINIYMIKA,13 APR 2001,RUS,2,Krasnodar (RUS) (i),30 JAN 2018,1087
1565,7.39,0,Ami SAITO,26 AUG 1999,JPN,1,Osaka (JPN) (i),03 FEB 2018,1087
1565,7.39,0,Drea AUSTIN,24 JAN 1996,USA,1h1,"Albuquerque, NM (USA) (i)",23 FEB 2018,1087
1565,7.39,0,Courtney WARNER,21 JUL 1997,USA,3,"Birmingham, AL (USA) (i)",24 FEB 2018,1087
1565,7.39,0,Jatoria MCGIRT,,USA,1,"Lubbock, TX (USA) (i)",03 MAR 2018,1087
1565,7.39,0,Gréta KEREKES,09 OCT 1992,HUN,1h1,Budapest (HUN) (i),19 JAN 2019,1087
1565,7.39,0,Anna-Lena FREESE,21 JAN 1994,GER,1f1,Hannover (GER) (i),19 JAN 2019,1087
1565,7.39,0,Lauren ROY,25 SEP 2000,IRL,1,Abbotstown (IRL) (i),02 FEB 2019,1087
1565,7.39,0,Nargélis STATIA PIETER,25 APR 1997,NED,3sf2,Apeldoorn (NED) (i),16 FEB 2019,1087
1565,7.39,0,Alisa IVANOVA,05 JUN 2002,RUS,2h2,"Winter Arena, St. Petersburg (RUS) (i)",17 FEB 2020,1087
1565,7.39,0,Kennedi SANDERS,16 APR 2003,USA,1,"Gately Indoor TF Center, Chicago, IL (USA) (i)",19 FEB 2022,1087
1565,7.39,0,Kayniya JAMES,,USA,3h1,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",25 FEB 2022,1087
1565,7.39,0,Fanny PELTIER,25 MAY 1997,FRA,1h2,"Stadium Miramas Métropole, Miramas (FRA) (i)",26 FEB 2022,1087
1565,7.39,0,Yuna MIURA,03 MAR 2002,JPN,1h2,"Osaka Castle Hall, Osaka (JPN) (i)",13 MAR 2022,1087
1565,7.39,0,Hassanat FASHINA-BOMBATA,12 MAR 1999,CAN,1,"Illinois State-Horton FH, Normal, IL (USA) (i)",03 DEC 2022,1087
1565,7.39,0,Louise WIELAND,21 JAN 2000,GER,1f1,"Leichtathletikhalle im Sportforum, Chemnitz (GER) (i)",21 JAN 2023,1087
